1,Pie,0.5555555555555556,0.5,6
2,Pie,0.3333333333333333,0.3,2
3,Bubble,0.433769710028396,0.5,0
4,Pie,0.7,0.6,1
5,Bubble,0.8956246248925143,0.99,0
6,Pie,0.5454545454545454,0.4,1
7,Bubble,0.6509533100667497,0.89,0
8,Pie,0.25,0.2,2
9,Pie,0.2727272727272727,0.2,2
10,Line,0.9999999999999999,0.8,5
11,Pie,0.8333333333333334,0.6,2
12,Bubble,0.5296782929642295,0.6,0
13,Line,0.75,0.8,2
14,Pie,0.75,0.8,6
15,Bubble,0.3572908743738887,0.3,0
16,Pie,0.6666666666666666,0.4,2
17,Line,0.8571428571428569,0.8,2
18,Line,0.9032258064516128,0.9,5
19,Line,0.7878787878787888,0.9,8
20,Bubble,0.5121770456706828,0.8,0
21,Pie,0.2727272727272727,0.25,6
22,Line,0.7096774193548392,0.3,9
23,Line,0.6571428571428573,0.3,5
24,Bubble,0.7962544336535646,0.88,0
25,Pie,1,1,7
26,Pie,0.7272727272727273,0.88,5
27,Line,0.685714285714286,0.4,4
28,Line,0.8285714285714306,0.89,2
29,Bubble,0.32271408451141126,0.23,0
30,Line,0.8888888888888898,0.88,5
31,Bubble,0.3862131954409639,0.34,0
32,Pie,1,0.99,5
33,Bubble,0.47582777507519186,0.38,0
34,Line,0.6829268292682931,0.8,4
35,Pie,0.5,0.4,5
36,Line,0.8536585365853658,0.7,3
37,Bubble,0.3795568405196973,0.6,0
38,Line,0.8529411764705889,0.8,4
39,Bubble,0.29300404946409153,0.25,0
40,Bubble,0.7159231242412574,0.89,0
41,Line,0.896551724137932,0.99,7
42,Bubble,0.5280190214536686,0.8,0
43,Pie,0.25,0.2,6
44,Pie,0.6666666666666666,0.7,2
45,Bubble,0.28198463610519486,0.4,0
46,Line,0.9696969696969697,0.89,4
47,Bubble,0.7315423771599897,0.78,0
48,Pie,0.8333333333333334,0.8,1
49,Pie,0.75,0.78,4
50,Pie,0.45454545454545453,0.5,3
51,Line,0.6666666666666667,0.8,1
52,Bubble,0.29639831404994693,0.4,0
53,Line,0.6666666666666663,0.5,6
54,Line,0.9696969696969702,0.78,3
55,Line,0.9090909090909117,0.84,1
56,Pie,0.4444444444444444,0.5,3
57,Bubble,0.703856531506921,0.56,0
58,Line,0.766666666666667,0.4,3
59,Bubble,0.787528924881174,0.89,0
60,Bubble,0.4578621600210185,0.6,0
