1,Line,0.8750000000000001,0.333,2
2,Bubble,0.45102310100140974,0.22,0
3,Line,0.9318181818181804,0.5678,5
4,Pie,0.8571428571428571,0.85,2
5,Pie,0.3,0.3,7
6,Pie,0.375,0.4,4
7,Bubble,0.08321718687913064,0.2,0
8,Pie,1,0.1,8
9,Pie,0.9090909090909091,1,5
10,Line,0.9999999999999999,1,4
11,Bubble,0.7634654371596536,1,0
12,Pie,0.3333333333333333,0.2,7
13,Pie,1,1,3
14,Bubble,0.9772450152097646,1,0
15,Line,0.8000000000000003,0.8,5
16,Bubble,0.9800026884322163,1,0
17,Bubble,0.9113439614119782,1,0
18,Line,0.9090909090909085,0.7,7
19,Bubble,0.09375394915611639,0.1,0
20,Bubble,0.9343663493580607,1,0
21,Line,0.6666666666666672,0.9,3
22,Line,0.9090909090909082,0.5,9
23,Line,0.6551724137931035,0.5,6
24,Bubble,0.1629216697462877,0.2,0
25,Pie,0.3333333333333333,0.5,8
26,Bubble,0.6096279178362122,0.9,0
27,Pie,0.2727272727272727,0.3,1
28,Bubble,0.9082295347558191,1,0
29,Bubble,0.6884193945294023,0.9,0
30,Pie,1,1,1
31,Line,0.7599999999999993,0.8,3
32,Pie,0.6666666666666666,0.6,2
33,Pie,1,1,6
34,Bubble,0.6102491895687668,0.9,0
35,Pie,0.8,0.9,3
36,Line,0.5666666666666667,0.3,1
37,Line,0.9999999999999989,0.9,6
38,Bubble,0.8446436964123761,1,0
39,Line,0.8333333333333328,1,4
40,Pie,0.6,0.9,5
41,Line,0.96875,0.90,3
42,Line,0.8214285714285715,0.8,4
43,Bubble,0.44056924343096987,0.9,0
44,Line,0.45714285714285713,0.4,7
45,Bubble,0.9915502140533651,1,0
46,Bubble,0.17181520011636872,0.5,0
47,Bubble,0.12276087185425591,0.2,0
48,Bubble,0.6436320072353916,0.9,0
49,Pie,0.3333333333333333,0.4,5
50,Pie,1,1,2
51,Pie,0.5555555555555556,0.9,3
52,Bubble,0.37326670869397,0.5,0
53,Line,0.8461538461538474,0.5,8
54,Line,0.9696969696969701,0.4,7
55,Line,0.6052631578947368,0.8,2
56,Pie,0.9090909090909091,1,6
57,Pie,0.5454545454545454,0.5,2
58,Pie,0.6666666666666666,0.89,2
59,Line,0.8095238095238086,0.3,1
60,Line,0.96551724137931,1,5
