1,Pie,0.375,0.3,4
2,Line,0.7096774193548387,0.25,4
3,Pie,0.2727272727272727,0.25,7
4,Line,0.7391304347826104,0.78,1
5,Bubble,0.9616035659170753,0.7,0
6,Pie,0.8,0.8,1
7,Bubble,0.5438061680864508,0.65,0
8,Line,0.880000000000001,0.7,3
9,Line,0.5750000000000004,0.4,2
10,Line,0.9428571428571432,0.6,2
11,Line,0.47222222222222215,0.3,1
12,Line,0.9523809523809521,0.7,4
13,Line,0.8800000000000008,0.8,3
14,Line,0.6153846153846146,0.75,4
15,Line,0.863636363636365,0.88,6
16,Pie,0.5,0.4,1
17,Pie,0.375,0.3,3
18,Line,1,0.8,5
19,Pie,0.625,0.5,2
20,Line,0.7894736842105262,0.7,2
21,Bubble,0.45733679575047625,0.6,0
22,Line,0.7878787878787878,0.6,4
23,Pie,0.5833333333333334,0.77,7
24,Line,0.5769230769230781,0.45,2
25,Line,0.45454545454545486,0.45,9
26,Bubble,0.1375356281331915,0.17,0
27,Line,0.8518518518518517,0.6,5
28,Pie,0.3333333333333333,0.25,1
29,Bubble,0.8226451619666193,0.7,0
30,Pie,0.6666666666666666,0.55,6
31,Line,0.8461538461538459,0.67,6
32,Bubble,0.36401744940943076,0.5,0
33,Bubble,0.4744333487650988,0.5,0
34,Bubble,0.5354631143342332,0.5,0
35,Pie,0.75,0.66,6
36,Pie,0.8571428571428571,0.9,1
37,Bubble,0.3089795882195579,0.6,0
38,Bubble,0.7078488316833954,0.69,0
39,Line,0.5263157894736835,0.3,1
40,Pie,0.8571428571428571,0.86,3
41,Bubble,0.288811845230615,0.4,0
42,Bubble,0.32505569652353944,0.4,0
43,Pie,0.6666666666666666,0.7,2
44,Line,0.6486486486486486,0.4,6
45,Bubble,0.34096947835723335,0.5,0
46,Pie,0.9090909090909091,0.8,4
47,Pie,0.8181818181818182,0.8,4
48,Pie,0.9,0.9,7
49,Line,0.7878787878787881,0.7,1
50,Pie,0.6666666666666666,0.7,4
51,Pie,0.36363636363636365,0.3,2
52,Pie,0.8571428571428571,0.6,2
53,Bubble,0.8329421533231323,0.83,0
54,Bubble,0.4474708187889939,0.6,0
55,Bubble,0.21260664698553938,0.3,0
56,Pie,0.3333333333333333,0.2,2
57,Bubble,0.15035729554483068,0.15,0
58,Bubble,0.2926630578637703,0.3,0
59,Bubble,0.9034664987070726,0.9,0
60,Bubble,0.3209491669887649,0.3,0
