1,Pie,0.6,0.5,2
2,Pie,0.5714285714285714,0.75,5
3,Bubble,0.7605716248978034,0.64,0
4,Pie,0.7142857142857143,0.8,4
5,Pie,0.8333333333333334,0.8,3
6,Bubble,0.69803516643497,0.9,0
7,Bubble,0.6773287886975976,0.8,0
8,Pie,0.2727272727272727,0.3,1
9,Bubble,0.520838611412216,0.5,0
10,Pie,1,1,5
11,Pie,0.8333333333333334,1,1
12,Pie,0.8888888888888888,0.9,3
13,Line,0.9069767441860469,1,8
14,Line,0.652173913043477,0.7,4
15,Bubble,0.8502785272587405,1,0
16,Pie,0.36363636363636365,0.4,4
17,Pie,0.6,0.6,1
18,Pie,0.9090909090909091,1,3
19,Bubble,0.35825634638907367,0.4,0
20,Bubble,0.9446387175195782,1,0
21,Bubble,0.27439905706934103,0.3,0
22,Pie,0.8181818181818182,0.8,2
23,Pie,0.7272727272727273,0.8,3
24,Line,0.6060606060606062,0.5,5
25,Line,0.6944444444444446,0.7,2
26,Line,0.8717948717948718,0.8,2
27,Bubble,0.3244186895204561,0.3333,0
28,Line,0.7142857142857115,0.75,1
29,Bubble,0.18501264336087114,0.2,0
30,Pie,0.5,0.5,4
31,Pie,0.3333333333333333,0.25,4
32,Bubble,0.6307643313106781,0.7,0
33,Pie,0.75,0.85,3
34,Bubble,0.5115409543593816,0.7,0
35,Bubble,0.473641426511086,0.6,0
36,Pie,0.8571428571428571,0.9,3
37,Bubble,0.8462093086178836,1,0
38,Line,0.6666666666666666,0.5,9
39,Bubble,0.8074389726130974,1,0
40,Pie,0.6,0.6666,3
41,Pie,0.6363636363636364,0.8,1
42,Line,0.6216216216216223,0.5,4
43,Pie,0.42857142857142855,0.5,5
44,Line,0.9687500000000004,1,8
45,Bubble,0.44219886371106315,0.5,0
46,Bubble,0.08833453828819486,0.1,0
47,Line,0.9583333333333336,0.75,1
48,Bubble,0.187832165162552,0.125,0
49,Bubble,0.3565163519899874,0.7,0
50,Line,0.8928571428571438,1,8
51,Line,0.857142857142857,0.85,4
52,Bubble,0.8554088922501429,0.8,0
53,Line,0.4444444444444449,0.375,4
54,Line,0.8571428571428571,0.6,1
55,Line,0.8461538461538449,0.8,6
56,Line,0.807692307692307,0.8,2
57,Line,0.7317073170731709,0.7,4
58,Line,0.85,0.7,1
59,Line,0.7333333333333328,0.6,5
60,Line,0.7999999999999997,0.8,2
